  12.96434879	0.01268425	-177.61437988	
12.80332851	0.01409274	-177.72027588	
10.92823792	0.01409274	-177.72027588	
12.90974808	0.01409274	-177.72027588	
12.90974808	0.01409274	-177.72027588	
10.92823792	0.01409274	-177.72027588	
13.00580502	0.01251993	-184.70045471	
13.48499680	0.01251993	-184.70045471	
6.15114403	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
8.95701313	0.00769128	-186.47154236	
