   6.66011524	0.00563240	-77.69736481	
8.57888508	0.01779299	-90.80641174	
8.57888508	0.01779299	-90.80641174	
8.51900578	0.01666520	-121.24304199	
8.51900578	0.01666520	-121.24304199	
10.43674660	0.00631479	-197.73440552	
10.43674660	0.00631479	-197.73440552	
9.43312550	0.00786853	-238.82351685	
6.08175945	0.00972419	-241.06219482	
6.16944313	0.00989836	-251.25399780	
7.00843287	0.00818529	-255.99694824	
8.61464024	0.00818529	-255.99694824	
8.10574818	0.00544496	-260.12506104	
9.76298428	0.00742047	-293.46514893	
11.06897449	0.01059308	-307.02401733	
14.28284073	0.00704779	-311.83169556	
12.64200783	0.00835988	-315.21514893	
12.64200783	0.00835988	-315.21514893	
6.27279425	0.00522013	-321.33709717	
9.63386059	0.00614327	-323.07766724	
10.36248684	0.00648001	-327.82199097	
10.36248684	0.00648001	-327.82199097	
11.36974430	0.00702455	-329.94235229	
8.29400253	0.00949118	-341.19888306	
10.30788231	0.00304731	-359.52230835	
10.30788231	0.00304731	-359.52230835	
14.68198776	0.00577152	-366.80331421	
13.74537754	0.00756031	-371.69219971	
