   6.66011524	0.00563240	-77.69736481	
8.57888508	0.01779299	-90.80641174	
8.51900578	0.01666520	-121.24304199	
10.43674660	0.00631479	-197.73440552	
10.43674660	0.00631479	-197.73440552	
9.43312550	0.00786853	-238.82351685	
6.08175945	0.00972419	-241.06219482	
7.00843287	0.00818529	-255.99694824	
8.10574818	0.00544496	-260.12506104	
9.76298428	0.00742047	-293.46514893	
11.06897449	0.01059308	-307.02401733	
10.36248684	0.00648001	-327.82199097	
11.36974430	0.00702455	-329.94235229	
8.29400253	0.00949118	-341.19888306	
10.30788231	0.00304731	-359.52230835	
4.33734512	0.00912016	-380.61578369	
6.90154314	0.00530994	-382.60595703	
6.14616537	0.00803699	-390.82315063	
10.96939659	0.00504357	-396.78936768	
8.31198120	0.00710735	-417.14443970	
8.86204720	0.00554512	-421.41387939	
11.91180897	0.00537576	-431.97366333	
9.57074833	0.00507728	-440.83840942	
11.16821194	0.00553018	-475.36752319	
8.54622936	0.00717702	-504.20745850	
15.14720535	0.00457049	-515.62115479	
13.47336864	0.00456986	-520.85736084	
10.12130547	0.00448838	-528.00506592	
