  -1.00000000	0.49983513	-1.00000000	-0.19308684	0.78358815	-0.87158991	0.55387294	0.94356878	-1.00000000	0.76762797	-1.00000000	-0.59776722	-1.00000000	-0.06529011	0.25860277	-1.00000000	0.73757907	-1.00000000	-0.48399640	0.72363187	-1.00000000	0.20572020	-1.00000000	-1.00000000	-0.16863271	-1.00000000	0.38703694	-0.64923962	-1.00000000	-0.14081107	0.38569754	-0.20421061	-1.00000000	-1.00000000	-0.21646808	-0.46326154	-1.00000000	-1.00000000	0.42625735	0.31201431	-1.00000000	0.92876189	-0.31725073	-0.37205340	0.11966574	-0.80393559	-0.99547521	0.28297110	0.77838838	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-1.00000000	
0.01922728	-0.98577791	-0.57750920	0.28326579	0.45011795	-0.21410518	0.06483246	-0.36872558	0.00354047	-0.11165685	0.01461461	0.96948815	-0.35197739	-0.16827535	0.29148615	-0.99239299	-0.74792079	0.14663257	0.45742971	0.39589638	-0.25690124	-0.13498802	0.36212786	0.39453139	0.24543644	-0.78257918	-0.17335256	0.42609146	-0.95262402	0.06797631	0.10823872	0.49361110	0.67792565	-0.18451365	0.32014149	0.00998865	-0.76385913	-0.66774914	-0.76916813	-0.07635629	0.04100627	0.90935605	-0.58913971	-0.26288127	-0.98378852	-0.31509715	0.33585554	-0.37390039	-0.14048831	-0.66143517	0.99135273	0.29550878	0.75883458	0.84149520	
-1.00000000	-0.66370356	-1.00000000	-1.00000000	-0.55987070	-0.45024604	-1.00000000	-0.59955745	-1.00000000	0.84733688	-1.00000000	0.55862787	-1.00000000	-0.18448683	-0.39341671	-1.00000000	0.62597960	-1.00000000	0.11886488	0.40454366	-1.00000000	0.10617740	-1.00000000	-1.00000000	0.71982025	-1.00000000	0.21964298	0.46296717	-1.00000000	-0.48177765	-0.62434289	0.09316854	-1.00000000	-1.00000000	-0.78511707	0.45136078	-1.00000000	-1.00000000	0.62424857	-0.74810776	-1.00000000	0.62223517	0.29199541	0.33257508	-0.43137851	0.57872545	0.81522289	-0.10993512	0.13969144	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-1.00000000	
-0.32624062	-0.58418288	0.68676376	-1.00000000	-1.00000000	-0.79414319	-1.00000000	-0.29485407	-1.00000000	-1.00000000	0.82638479	-1.00000000	-1.00000000	-1.00000000	-1.00000000	0.74475521	-1.00000000	-1.00000000	-0.01122566	-0.13620837	-0.94199135	0.88362060	-0.21392142	0.50564904	-0.30842650	0.55851816	-1.00000000	0.24196329	-0.63814723	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-0.88840386	0.42023256	-1.00000000	0.54581508	-1.00000000	-0.89582769	-0.56924713	-0.52256994	-1.00000000	0.25667812	-1.00000000	-1.00000000	-1.00000000	0.42991516	-1.00000000	0.74945036	-1.00000000	-1.00000000	-0.47764481	
-1.00000000	-1.00000000	-0.57750920	0.28326579	-1.00000000	-1.00000000	0.06483246	-0.36872558	-1.00000000	-1.00000000	0.01461461	0.96948815	-0.35197739	-0.16827535	0.29148615	-1.00000000	-0.74792079	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-0.13498802	0.36212786	0.39453139	0.24543644	-1.00000000	-1.00000000	0.42609146	-0.95262402	-1.00000000	-1.00000000	-1.00000000	0.67792565	-0.18451365	0.32014149	-1.00000000	-0.76385913	-0.66774914	-1.00000000	-1.00000000	0.04100627	0.90935605	-1.00000000	-1.00000000	-0.98378852	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-1.00000000	0.99135273	-1.00000000	0.75883458	-1.00000000	
-0.78161985	0.49983513	0.64406085	-0.19308684	0.78358815	-0.87158991	0.55387294	0.94356878	-0.11635339	0.76762797	-0.69306554	-0.59776722	0.75589599	-0.06529011	0.25860277	0.67969797	0.73757907	0.39958094	-0.48399640	0.72363187	-0.34600687	0.20572020	0.32221410	-0.55724095	-0.16863271	-0.76072336	0.38703694	-0.64923962	0.17393837	-0.14081107	0.38569754	-0.20421061	-0.81211039	0.63248244	-0.21646808	-0.46326154	-0.20684941	-0.42994544	0.42625735	0.31201431	-0.97959634	0.92876189	-0.31725073	-0.37205340	0.11966574	-0.80393559	-0.99547521	0.28297110	0.77838838	0.71495968	0.44259692	0.75833663	0.23079317	-0.71272792	
-0.78161985	0.49983513	0.64406085	-0.19308684	0.78358815	-0.87158991	0.55387294	0.94356878	-0.11635339	0.76762797	-0.69306554	-0.59776722	0.75589599	-0.06529011	0.25860277	0.67969797	0.73757907	0.39958094	-0.48399640	0.72363187	-0.34600687	0.20572020	0.32221410	-0.55724095	-0.16863271	-0.76072336	0.38703694	-0.64923962	0.17393837	-0.14081107	0.38569754	-0.20421061	-0.81211039	0.63248244	-0.21646808	-0.46326154	-0.20684941	-0.42994544	0.42625735	0.31201431	-0.97959634	0.92876189	-0.31725073	-0.37205340	0.11966574	-0.80393559	-0.99547521	0.28297110	0.77838838	0.71495968	0.44259692	0.75833663	0.23079317	-0.71272792	
-0.32624062	-0.58418288	0.68676376	-0.23397988	0.13817410	-0.79414319	-0.85123013	-0.29485407	0.83258124	-0.49571324	0.82638479	0.80926753	-0.26436304	0.14371149	-0.25542964	0.74475521	-0.42305056	0.00638113	-0.01122566	-0.13620837	-0.94199135	0.88362060	-0.21392142	0.50564904	-0.30842650	0.55851816	0.55976887	0.24196329	-0.63814723	-0.36077476	0.26565391	-0.55064043	-0.67897960	0.71981444	-0.19478427	-0.88840386	0.42023256	-0.46256032	0.54581508	0.33050277	-0.89582769	-0.56924713	-0.52256994	-0.50773622	0.25667812	-0.92697334	0.76201169	0.42400256	0.42991516	0.06336245	0.74945036	-0.23607893	-0.70227249	-0.47764481	
0.14411280	-0.30431179	-0.87367971	-1.00000000	-1.00000000	0.67005830	-1.00000000	-0.84640756	-1.00000000	-1.00000000	-0.92939676	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-0.29440959	-1.00000000	-1.00000000	-0.98658464	-0.78610345	0.46469900	-0.32877746	-0.72840063	-0.83873323	-0.73533627	-0.76835709	-1.00000000	-0.29064275	0.49749393	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-1.00000000	-0.02052320	-0.11583652	-1.00000000	-1.00000000	-1.00000000	0.29308548	0.05598863	0.86829000	-1.00000000	-0.24068975	-1.00000000	-1.00000000	-1.00000000	-0.89505187	-1.00000000	-0.18199984	-1.00000000	-1.00000000	-0.09052848	
-0.67447461	0.51826647	0.96989238	-0.37687676	0.26251628	0.33397772	0.27177059	0.97367641	0.87350803	-0.25309736	-0.02704326	0.26997844	0.01231867	0.24511777	0.67262375	-0.19814914	-0.64081834	0.66883972	-0.83641200	-0.58600260	-0.97013930	-0.02729018	-0.39726486	-0.16290397	-0.99251425	-0.68951688	-0.92473094	0.05505310	0.68008592	0.66505569	0.99820786	0.36778707	-0.05310488	-0.07427889	-0.27425632	-0.46004311	-0.34347895	-0.78686680	0.34524751	0.99814914	0.22129194	0.33767945	0.66899279	-0.09515579	-0.46325099	0.01223637	0.79541400	-0.10412755	0.65950311	0.69334808	0.86073166	0.26677056	0.36225807	-0.86593997	
