# This file contains the data of initial population.
# of objectives = 2, # of constraints = 1, # of real_var = 54, # of bits of bin_var = 0
  12.83454132	0.00000000	-243.38748169	-0.67447461	0.51826647	0.96989238	-0.37687676	0.26251628	0.33397772	0.27177059	0.97367641	0.87350803	-0.25309736	-0.02704326	0.26997844	0.01231867	0.24511777	0.67262375	-0.19814914	-0.64081834	0.66883972	-0.83641200	-0.58600260	-0.97013930	-0.02729018	-0.39726486	-0.16290397	-0.99251425	-0.68951688	-0.92473094	0.05505310	0.68008592	0.66505569	0.99820786	0.36778707	-0.05310488	-0.07427889	-0.27425632	-0.46004311	-0.34347895	-0.78686680	0.34524751	0.99814914	0.22129194	0.33767945	0.66899279	-0.09515579	-0.46325099	0.01223637	0.79541400	-0.10412755	0.65950311	0.69334808	0.86073166	0.26677056	0.36225807	-0.86593997	-243.38748169	11	100000000000000.00000000
6.08042955	0.00000000	-204.37933350	-0.04226168	-0.42862865	0.04417126	0.89737955	-0.27744061	-0.32254333	0.05863738	-0.37157110	0.87535889	0.52561070	0.63527730	0.60098565	-0.89252553	-0.29163124	-0.33961261	0.00643686	0.46330922	-0.99066339	-0.52976008	-0.44673427	-0.23690986	0.61045175	-0.53132489	0.17014230	0.04974744	0.73911177	0.03109780	0.15767355	-0.04247347	-0.01240098	-0.06042953	-0.26064183	0.07153623	0.40011041	0.09046639	-0.06102876	-0.45095342	0.50476445	-0.31513988	-0.00828772	0.75798273	0.32834283	0.19875287	-0.64842153	0.77365887	0.40178462	0.32673889	0.72573015	-0.39024433	0.95423632	-0.17036613	-0.89090298	-0.59526846	0.14646101	-204.37933350	7	100000000000000.00000000
11.45275116	0.00000000	-396.34609985	-0.78161985	0.49983513	0.64406085	-0.19308684	0.78358815	-0.87158991	0.55387294	0.94356878	-0.11635339	0.76762797	-0.69306554	-0.59776722	0.75589599	-0.06529011	0.25860277	0.67969797	0.73757907	0.39958094	-0.48399640	0.72363187	-0.34600687	0.20572020	0.32221410	-0.55724095	-0.16863271	-0.76072336	0.38703694	-0.64923962	0.17393837	-0.14081107	0.38569754	-0.20421061	-0.81211039	0.63248244	-0.21646808	-0.46326154	-0.20684941	-0.42994544	0.42625735	0.31201431	-0.97959634	0.92876189	-0.31725073	-0.37205340	0.11966574	-0.80393559	-0.99547521	0.28297110	0.77838838	0.71495968	0.44259692	0.75833663	0.23079317	-0.71272792	-396.34609985	26	100000000000000.00000000
7.90099812	0.00000000	-276.51336670	0.42259076	0.31194552	-0.98842159	-0.97661876	0.24684970	0.33525950	-0.01618162	-0.48268857	0.57163231	0.74722432	-0.62182743	0.71948351	0.12794939	0.81504415	0.06253836	0.67517318	-0.54539203	0.62119256	-0.19895608	-0.71896506	-0.10434351	0.97492704	0.03494202	0.10107333	0.40877653	-0.07266888	0.37545853	-0.67262086	0.92708868	0.52392943	-0.59812084	-0.72152204	-0.38374270	0.88525812	-0.59464065	-0.18274505	0.66520120	-0.24498959	-0.63628101	0.63684113	0.56579569	-0.69243067	0.88170536	-0.65308834	-0.77599075	-0.77886262	-0.03041723	-0.81810223	-0.63038815	-0.21237144	-0.93286160	0.43095749	0.30370449	-0.23665735	-276.51336670	14	100000000000000.00000000
10.05114079	0.00000000	-214.40585327	0.14411280	-0.30431179	-0.87367971	0.61802189	-0.57040525	0.67005830	-0.77119203	-0.84640756	0.93479118	-0.81857137	-0.92939676	0.83777815	-0.21896227	0.59103490	-0.15859902	-0.29440959	-0.72728979	0.25158070	-0.98658464	-0.78610345	0.46469900	-0.32877746	-0.72840063	-0.83873323	-0.73533627	-0.76835709	0.24913824	-0.29064275	0.49749393	0.85387113	-0.82692882	-0.87511448	-0.31853388	0.70382949	-0.66524389	-0.02052320	-0.11583652	0.16397551	0.52231802	-0.06874928	0.29308548	0.05598863	0.86829000	-0.86698488	-0.24068975	0.54991483	-0.30201660	-0.97936900	-0.89505187	-0.44401435	-0.18199984	-0.27839976	0.80621056	-0.09052848	-214.40585327	8	100000000000000.00000000
12.17784500	0.00000000	-143.27381897	0.01922728	-0.98577791	-0.57750920	0.28326579	0.45011795	-0.21410518	0.06483246	-0.36872558	0.00354047	-0.11165685	0.01461461	0.96948815	-0.35197739	-0.16827535	0.29148615	-0.99239299	-0.74792079	0.14663257	0.45742971	0.39589638	-0.25690124	-0.13498802	0.36212786	0.39453139	0.24543644	-0.78257918	-0.17335256	0.42609146	-0.95262402	0.06797631	0.10823872	0.49361110	0.67792565	-0.18451365	0.32014149	0.00998865	-0.76385913	-0.66774914	-0.76916813	-0.07635629	0.04100627	0.90935605	-0.58913971	-0.26288127	-0.98378852	-0.31509715	0.33585554	-0.37390039	-0.14048831	-0.66143517	0.99135273	0.29550878	0.75883458	0.84149520	-143.27381897	2	100000000000000.00000000
9.49056530	0.00000000	-328.42370605	0.52561619	-0.66370356	0.60700445	0.96312429	-0.55987070	-0.45024604	-0.26741839	-0.59955745	-0.92010324	0.84733688	0.10525856	0.55862787	0.91090388	-0.18448683	-0.39341671	-0.32824853	0.62597960	-0.71287911	0.11886488	0.40454366	0.44758999	0.10617740	0.52063265	0.73603473	0.71982025	0.88112438	0.21964298	0.46296717	0.60724668	-0.48177765	-0.62434289	0.09316854	0.59802890	-0.03185053	-0.78511707	0.45136078	-0.67476301	0.51673769	0.62424857	-0.74810776	0.41502667	0.62223517	0.29199541	0.33257508	-0.43137851	0.57872545	0.81522289	-0.10993512	0.13969144	-0.54255954	-0.22829026	0.83254161	-0.84841211	0.32327285	-328.42370605	21	100000000000000.00000000
9.61294365	0.00000000	-347.69073486	-0.56755236	-0.26173246	-0.36114502	0.74824136	-0.01123148	-0.77548303	0.21584392	-0.22380602	0.82800452	-0.56768980	0.48302339	-0.73336754	-0.42167120	-0.75310832	0.02785785	-0.14347143	-0.26408528	0.14742945	-0.33857558	-0.36716609	0.61504838	-0.04541049	-0.80264020	-0.54680482	0.28737261	0.14285684	-0.41921200	0.71472581	-0.38152184	-0.70629461	0.15981319	-0.68302543	0.77002438	-0.46416073	-0.26814046	0.18472832	0.74690819	0.26984601	-0.40360927	0.39536367	-0.32088804	-0.52519428	-0.36942901	-0.30025884	-0.04642688	-0.37586406	0.61786309	-0.56313030	0.85231883	0.31458362	-0.80907826	-0.88218420	0.53310973	0.02956746	-347.69073486	24	100000000000000.00000000
8.02842140	0.00000000	-200.39628601	-0.88452692	-0.03175684	-0.89698429	0.01638182	0.80404020	-0.52239122	0.94599791	-0.82019675	-0.56735915	0.75319824	0.00821767	0.63606147	0.87858764	0.29331856	-0.59627809	0.23866549	-0.70095498	0.29511062	0.34684080	-0.55808783	0.49723258	0.42147978	0.16779234	-0.66983117	0.17189953	-0.82538632	-0.52222771	-0.30165601	-0.18556203	0.81609661	0.21381528	-0.86282869	0.33738353	-0.21735897	0.72364187	0.54866685	0.86832055	0.97652745	-0.80733118	-0.84330182	-0.61993306	0.17969510	0.28373020	-0.74217101	0.45634054	0.20265615	-0.54992925	-0.89329913	-0.31958070	0.13996995	0.71314946	0.41947181	-0.28132824	0.21347086	-200.39628601	6	100000000000000.00000000
8.66796970	0.00000000	-264.32965088	0.97830176	0.63085963	0.32037469	0.29273994	-0.74462666	-0.39071177	0.96947046	0.98713443	-0.72405733	0.37313131	0.82852257	-0.64766873	0.62075865	0.83697802	0.20106576	-0.21140526	-0.80765585	-0.38530868	-0.79312915	-0.27123728	-0.92223923	-0.29719198	0.95432148	0.42095776	0.19359776	-0.45624595	0.15739760	0.40560405	-0.44093538	0.20680838	0.24434482	-0.84996312	0.06144086	0.40950972	0.89511931	0.19633559	-0.75243810	-0.86045058	-0.00839694	0.36810345	-0.81227721	-0.43499622	0.07685935	0.52906627	0.37857977	-0.50015186	-0.50425073	-0.31425689	0.48682154	-0.40378410	-0.44424814	-0.98613224	-0.84039286	-0.99333752	-264.32965088	12	100000000000000.00000000
11.86905479	0.00000000	-307.71350098	0.82826488	-0.43058124	0.91086497	0.39762064	0.05903776	-0.63827367	0.82992104	-0.00446863	-0.09216078	0.18540851	0.26351879	0.27547192	-0.90830762	-0.54160174	-0.29878238	-0.70715453	0.50660104	0.12786978	0.61065495	-0.82698914	-0.93610700	-0.45679912	0.94765901	0.75609151	0.36533288	0.97433528	0.24653263	-0.99201659	0.50002686	-0.15491795	0.41442378	0.15450551	-0.84639836	-0.77589879	-0.36839948	0.92086366	-0.84413048	0.68115117	-0.70961456	0.07525798	-0.31887825	0.43713400	0.46620440	0.35605541	0.31468676	0.95664726	-0.45190974	-0.07034840	-0.87851134	-0.37811938	0.30921923	-0.99411564	-0.34041972	0.16158043	-307.71350098	19	100000000000000.00000000
